player,team_x,url_x,pass_metric,id_x,headshot_url,team_y,url_y,carry_metric,id_y
Djed Spence,TO,/en/players/9bc9a519/Djed-Spence,-0.05,9bc9a519,https://fbref.com/req/202302030/images/headshots/9bc9a519_2022.jpg,TO,/en/players/9bc9a519/Djed-Spence,0.23,9bc9a519
Boubakary Soumaré,LE,/en/players/ae59b359/Boubakary-Soumare,-0.05,ae59b359,https://fbref.com/req/202302030/images/headshots/ae59b359_2022.jpg,LE,/en/players/ae59b359/Boubakary-Soumare,-0.45,ae59b359
Jean-Ricner Bellegarde,WO,/en/players/10f0fdd3/Jean-Ricner-Bellegarde,-0.06,10f0fdd3,https://fbref.com/req/202302030/images/headshots/10f0fdd3_2022.jpg,WO,/en/players/10f0fdd3/Jean-Ricner-Bellegarde,0.58,10f0fdd3
Moisés Caicedo,CH,/en/players/16264a81/Moises-Caicedo,-0.06,16264a81,https://fbref.com/req/202302030/images/headshots/16264a81_2022.jpg,CH,/en/players/16264a81/Moises-Caicedo,-0.7,16264a81
Rico Lewis,MA,/en/players/b57e066e/Rico-Lewis,-0.07,b57e066e,https://fbref.com/req/202302030/images/headshots/b57e066e_2022.jpg,MA,/en/players/b57e066e/Rico-Lewis,-0.27,b57e066e
Christian Eriksen,MA,/en/players/980522ec/Christian-Eriksen,-0.07,980522ec,https://fbref.com/req/202302030/images/headshots/980522ec_2022.jpg,MA,/en/players/980522ec/Christian-Eriksen,-0.87,980522ec
Crysencio Summerville,WE,/en/players/df04eb4b/Crysencio-Summerville,-0.07,df04eb4b,https://fbref.com/req/202302030/images/headshots/df04eb4b_2022.jpg,WE,/en/players/df04eb4b/Crysencio-Summerville,1.59,df04eb4b
Illia Zabarnyi,BO,/en/players/88968486/Illia-Zabarnyi,-0.07,88968486,https://fbref.com/req/202302030/images/headshots/88968486_2022.jpg,BO,/en/players/88968486/Illia-Zabarnyi,-0.89,88968486
Marc Guéhi,CR,/en/players/d0706b27/Marc-Guehi,-0.08,d0706b27,https://fbref.com/req/202302030/images/headshots/d0706b27_2022.jpg,CR,/en/players/d0706b27/Marc-Guehi,-1.01,d0706b27
Lewis Hall,NE,/en/players/da011f18/Lewis-Hall,-0.08,da011f18,https://fbref.com/req/202302030/images/headshots/da011f18_2022.jpg,NE,/en/players/da011f18/Lewis-Hall,-0.41,da011f18
Joe Gomez,LI,/en/players/7a11550b/Joe-Gomez,-0.08,7a11550b,https://fbref.com/req/202302030/images/headshots/7a11550b_2022.jpg,LI,/en/players/7a11550b/Joe-Gomez,-0.91,7a11550b
Jordan Ayew,LE,/en/players/da052c14/Jordan-Ayew,-0.09,da052c14,https://fbref.com/req/202302030/images/headshots/da052c14_2022.jpg,LE,/en/players/da052c14/Jordan-Ayew,0.71,da052c14
Jordan Ayew,LE,/en/players/da052c14/Jordan-Ayew,-0.09,da052c14,https://fbref.com/req/202302030/images/headshots/da052c14_2022.jpg,CR,/en/players/da052c14/Jordan-Ayew,-0.21,da052c14
Mateo Kovačić,MA,/en/players/79c0821a/Mateo-Kovacic,-0.09,79c0821a,https://fbref.com/req/202302030/images/headshots/79c0821a_2022.jpg,MA,/en/players/79c0821a/Mateo-Kovacic,-0.4,79c0821a
Ian Maatsen,AS,/en/players/cab9634e/Ian-Maatsen,-0.1,cab9634e,https://fbref.com/req/202302030/images/headshots/cab9634e_2022.jpg,AS,/en/players/cab9634e/Ian-Maatsen,0.13,cab9634e
Adam Armstrong,SO,/en/players/68c720b5/Adam-Armstrong,-0.12,68c720b5,https://fbref.com/req/202302030/images/headshots/68c720b5_2022.jpg,SO,/en/players/68c720b5/Adam-Armstrong,0.93,68c720b5
Gabriel Martinelli,AR,/en/players/48a5a5d6/Gabriel-Martinelli,-0.12,48a5a5d6,https://fbref.com/req/202302030/images/headshots/48a5a5d6_2022.jpg,AR,/en/players/48a5a5d6/Gabriel-Martinelli,2.72,48a5a5d6
Nicolás Domínguez,NO,/en/players/20b3a502/Nicolas-Dominguez,-0.13,20b3a502,https://fbref.com/req/202302030/images/headshots/20b3a502_2022.jpg,NO,/en/players/20b3a502/Nicolas-Dominguez,-0.64,20b3a502
Malo Gusto,CH,/en/players/d56b9520/Malo-Gusto,-0.13,d56b9520,https://fbref.com/req/202302030/images/headshots/d56b9520_2022.jpg,CH,/en/players/d56b9520/Malo-Gusto,-0.18,d56b9520
İlkay Gündoğan,MA,/en/players/819b3158/Ilkay-Gundogan,-0.13,819b3158,https://fbref.com/req/202302030/images/headshots/819b3158_2022.jpg,MA,/en/players/819b3158/Ilkay-Gundogan,-0.24,819b3158
Dean Huijsen,BO,/en/players/87278bce/Dean-Huijsen,-0.14,87278bce,https://fbref.com/req/202302030/images/headshots/87278bce_2022.jpg,BO,/en/players/87278bce/Dean-Huijsen,-0.48,87278bce
Morato,NO,/en/players/0f41e2ee/Morato,-0.15,0f41e2ee,https://fbref.com/req/202302030/images/headshots/0f41e2ee_2022.jpg,NO,/en/players/0f41e2ee/Morato,-1.09,0f41e2ee
